Company,Age,Title,Salary,Department
Microsoft,42,Senior Product Manager,299080.2,Cloud Services
VMware,57,Product Manager,216878.0,Infrastructure
Salesforce,33,Senior UX Designer,175193.22,Engineering
Adobe,55,Senior Data Scientist,170995.19,Cloud Services
Uber,57,Director,374767.67,Cloud Services
Nvidia,37,Senior Software Engineer,254481.02,Security
Meta,44,Senior Product Manager,244938.07,Cloud Services
Salesforce,49,Senior Software Engineer,171981.06,Security
Netflix,45,Software Engineer,198636.77,Data Science
Uber,37,UX Designer,120672.4,Data Science
Google,44,Senior Data Scientist,217447.75,Mobile
IBM,54,Director,278976.99,Design
Amazon,37,Product Manager,213201.84,Mobile
Meta,34,Data Scientist,216407.46,Security
Salesforce,32,Senior Product Manager,200109.5,Infrastructure
Nvidia,60,Product Manager,227175.08,Design
Apple,31,Senior Product Manager,260518.59,Machine Learning
Oracle,42,Data Scientist,161468.71,Machine Learning
Meta,38,UX Designer,178983.77,Data Science
Apple,33,Staff Engineer,270589.96,Cloud Services
IBM,56,Director,307793.92,Infrastructure
Uber,39,Principal Engineer,320580.97,Infrastructure
Netflix,55,Senior Data Scientist,256423.1,Product
Intel,38,Staff Engineer,261673.87,Infrastructure
Netflix,53,Product Manager,219922.93,Product
Nvidia,56,Engineering Manager,257591.97,Infrastructure
VMware,43,Senior Software Engineer,238743.61,Security
Adobe,48,Staff Engineer,226717.42,Design
Uber,33,UX Designer,148490.55,Machine Learning
Cisco,58,Engineering Manager,260787.78,Design
VMware,44,Senior Software Engineer,232094.06,Design
Oracle,32,Software Engineer,126107.73,Product
Uber,43,UX Designer,153192.25,Product
Meta,48,Senior UX Designer,209377.9,Infrastructure
Salesforce,40,Senior Product Manager,279718.41,Design
Uber,36,Software Engineer,175008.07,Product
Uber,48,Senior Product Manager,241024.75,Machine Learning
Netflix,43,Director,383098.95,Product
Lyft,31,Software Engineer,164383.98,Product
Lyft,38,UX Designer,143857.82,Engineering
VMware,40,Senior Software Engineer,188676.48,Machine Learning
Netflix,40,UX Designer,123385.89,Data Science
Intel,36,Product Manager,189710.95,Engineering
IBM,44,UX Designer,121533.14,Web
IBM,55,Senior Data Scientist,202840.9,Cloud Services
VMware,43,Director,363039.95,Machine Learning
Nvidia,42,Software Engineer,152918.07,Cloud Services
Meta,52,Senior UX Designer,193862.09,Security
Meta,32,Software Engineer,206542.6,Infrastructure
Amazon,31,UX Designer,156007.0,Mobile
Meta,31,Software Engineer,143352.91,Infrastructure
VMware,37,Staff Engineer,269917.98,Cloud Services
Uber,32,Staff Engineer,221893.95,Infrastructure
Apple,52,Senior UX Designer,195063.76,Cloud Services
Lyft,43,Product Manager,204034.75,Security
Uber,36,Director,367090.26,Engineering
Adobe,25,UX Designer,129159.12,Design
Oracle,52,Senior Software Engineer,175732.75,Mobile
Meta,52,Principal Engineer,354078.75,Engineering
Google,26,UX Designer,116118.9,Data Science
Meta,48,Principal Engineer,399139.31,Data Science
Oracle,45,Engineering Manager,275579.13,Infrastructure
Amazon,49,Senior Software Engineer,199117.29,Mobile
Google,39,Data Scientist,217783.86,Product
VMware,39,Senior Data Scientist,179458.33,Data Science
Amazon,45,Software Engineer,141485.85,Design
Oracle,38,Senior Data Scientist,175763.89,Mobile
Salesforce,35,Senior Data Scientist,252332.64,Data Science
Google,48,Director,315865.0,Engineering
Adobe,39,Senior UX Designer,148213.6,Infrastructure
Amazon,35,Principal Engineer,321048.59,Infrastructure
Cisco,54,Principal Engineer,267409.26,Data Science
Salesforce,53,Senior UX Designer,195602.51,Web
Oracle,55,Principal Engineer,269937.16,Machine Learning
Cisco,50,Staff Engineer,256635.72,Engineering
Cisco,49,Senior Product Manager,175042.83,Engineering
Intel,38,Senior Product Manager,272001.79,Cloud Services
Amazon,48,Staff Engineer,256440.86,Web
Lyft,49,Director,373084.83,Product
Amazon,38,Principal Engineer,418068.64,Engineering
Netflix,31,Senior Data Scientist,221202.5,Security
Oracle,27,UX Designer,102847.25,Cloud Services
Google,43,Senior Product Manager,288762.32,Web
Netflix,39,Senior Product Manager,268034.85,Cloud Services
Cisco,46,Engineering Manager,218678.23,Web
VMware,49,Product Manager,158663.29,Data Science
IBM,55,Senior Data Scientist,221188.56,Machine Learning
Meta,38,Software Engineer,152247.59,Engineering
VMware,51,Director,258740.74,Product
Lyft,44,Principal Engineer,338564.79,Infrastructure
Apple,39,Director,427752.58,Security
Salesforce,46,Engineering Manager,246866.59,Web
Google,32,Senior Data Scientist,221587.09,Engineering
Salesforce,41,Engineering Manager,231188.22,Design
Amazon,59,Director,328137.74,Web
Cisco,33,Software Engineer,118729.85,Mobile
Apple,49,Principal Engineer,439571.0,Data Science
Nvidia,26,Software Engineer,176041.77,Security
Nvidia,35,Staff Engineer,303377.03,Security
Apple,41,Director,333056.09,Mobile
Adobe,33,UX Designer,131518.68,Machine Learning
Adobe,43,Senior Data Scientist,239340.54,Mobile
Meta,23,Software Engineer,194205.53,Engineering
Oracle,25,Software Engineer,125377.91,Infrastructure
Amazon,35,Senior UX Designer,195944.02,Infrastructure
VMware,57,Product Manager,190366.15,Data Science
Lyft,45,Staff Engineer,264867.36,Engineering
Intel,33,Senior Data Scientist,171770.05,Mobile
Intel,38,Product Manager,209100.69,Product
Intel,33,Senior UX Designer,183374.52,Product
Apple,54,Senior Software Engineer,184490.03,Infrastructure
Uber,36,Software Engineer,173680.51,Engineering
Uber,37,UX Designer,121021.8,Data Science
Oracle,50,Product Manager,151419.47,Web
Netflix,33,Senior Product Manager,282282.03,Engineering
Google,45,Software Engineer,161262.15,Cloud Services
Netflix,57,Principal Engineer,348922.35,Design
Apple,43,Data Scientist,172623.82,Engineering
VMware,38,Product Manager,142009.71,Mobile
Meta,42,Senior Product Manager,255882.0,Security
Microsoft,36,Senior UX Designer,205904.49,Infrastructure
Cisco,44,Senior Product Manager,256696.36,Mobile
Lyft,45,Software Engineer,125543.4,Data Science
Uber,36,Director,378640.45,Machine Learning
Uber,33,Senior Software Engineer,223051.7,Design
Cisco,37,Senior Software Engineer,193605.76,Engineering
Oracle,33,Senior UX Designer,148083.83,Web
Nvidia,37,Principal Engineer,406883.71,Data Science
Microsoft,58,Engineering Manager,234926.73,Data Science
Adobe,52,Director,268471.81,Product
Uber,52,Senior Product Manager,199962.19,Infrastructure
Salesforce,46,Senior Software Engineer,163168.92,Product
Meta,44,Staff Engineer,293972.4,Security
Meta,44,Senior Product Manager,219487.86,Design
Google,31,Software Engineer,155540.75,Engineering
VMware,51,Senior Product Manager,203821.58,Engineering
Intel,32,Staff Engineer,273182.6,Data Science
Uber,57,Principal Engineer,378258.85,Infrastructure
Cisco,43,UX Designer,136253.85,Infrastructure
Lyft,42,Senior Data Scientist,229522.09,Security
Intel,43,Engineering Manager,289661.45,Machine Learning
Lyft,25,UX Designer,154785.96,Cloud Services
Oracle,56,Product Manager,161429.93,Cloud Services
Uber,49,Senior Product Manager,239525.64,Web
Meta,56,Product Manager,167228.43,Product
Lyft,39,Product Manager,173392.67,Product
Microsoft,53,Principal Engineer,387060.12,Security
Oracle,35,Engineering Manager,251238.73,Product
Meta,48,Director,398155.49,Mobile
Oracle,43,Product Manager,137581.41,Web
Meta,45,Software Engineer,191897.84,Mobile
Oracle,22,Software Engineer,164946.4,Security
Oracle,54,Director,341947.22,Cloud Services
Salesforce,43,Engineering Manager,211084.07,Design
Apple,31,Senior Software Engineer,189100.98,Security
Amazon,39,Director,283107.29,Design
Salesforce,54,Senior UX Designer,151884.1,Cloud Services
Salesforce,58,Director,326624.54,Data Science
Lyft,60,Product Manager,215112.92,Data Science
Netflix,55,Product Manager,162174.23,Data Science
Lyft,32,Software Engineer,177926.54,Product
Microsoft,28,Data Scientist,164375.44,Data Science
Oracle,45,Software Engineer,140841.11,Mobile
Intel,43,Senior Data Scientist,243794.92,Security
Salesforce,37,Senior Data Scientist,259577.58,Data Science
Microsoft,55,Senior UX Designer,188851.94,Design
Google,22,Data Scientist,222477.52,Infrastructure
Meta,31,Senior Product Manager,248500.02,Product
Apple,37,Data Scientist,199339.28,Mobile
Oracle,28,UX Designer,108724.32,Engineering
Microsoft,51,Senior UX Designer,192723.78,Infrastructure
Apple,53,Staff Engineer,344200.91,Data Science
Apple,48,Principal Engineer,447152.52,Security
Meta,23,Software Engineer,161311.25,Product
Oracle,30,Software Engineer,160324.48,Machine Learning
Netflix,45,Senior Data Scientist,280912.58,Engineering
Google,54,Senior Software Engineer,248234.23,Product
Microsoft,23,Data Scientist,197998.24,Security
Adobe,30,Staff Engineer,258519.29,Machine Learning
IBM,47,Principal Engineer,318223.4,Data Science
Cisco,24,Data Scientist,164687.3,Machine Learning
Lyft,30,Senior UX Designer,169827.11,Infrastructure
Google,41,Director,430855.36,Infrastructure
Lyft,38,Principal Engineer,385489.1,Engineering
Lyft,51,Principal Engineer,359834.34,Security
Cisco,49,Director,240952.85,Mobile
Google,37,Data Scientist,228673.7,Design
Intel,37,Senior Product Manager,224526.38,Security
Nvidia,39,Product Manager,177405.14,Mobile
Microsoft,51,Senior Data Scientist,236694.01,Data Science
Netflix,25,Software Engineer,202352.0,Cloud Services
Oracle,41,Product Manager,155646.65,Product
Amazon,45,Senior Data Scientist,260320.98,Machine Learning
Apple,41,Senior UX Designer,210178.83,Cloud Services
Nvidia,43,UX Designer,148839.72,Infrastructure
Microsoft,28,UX Designer,133044.56,Machine Learning
IBM,44,Software Engineer,149271.5,Engineering
Netflix,32,Senior Product Manager,271947.26,Infrastructure
Oracle,38,Director,278619.8,Cloud Services
Nvidia,32,Senior Data Scientist,186293.57,Infrastructure
Nvidia,47,Senior Software Engineer,202903.09,Web
Salesforce,41,Engineering Manager,203642.64,Design
VMware,53,Product Manager,160376.81,Infrastructure
IBM,45,Senior Software Engineer,214784.01,Product
Lyft,59,Engineering Manager,285939.22,Security
Uber,54,Director,321217.25,Design
IBM,37,Senior UX Designer,174050.25,Data Science
Uber,60,Engineering Manager,246598.63,Engineering
Meta,52,Director,410824.88,Product
VMware,49,Principal Engineer,321411.29,Infrastructure
VMware,55,Senior UX Designer,152476.88,Infrastructure
Uber,51,Principal Engineer,360143.53,Security
VMware,54,Senior Data Scientist,224478.77,Product
Netflix,35,Software Engineer,204019.39,Engineering
Amazon,43,Senior Software Engineer,200093.37,Machine Learning
Google,24,UX Designer,160480.87,Data Science
Apple,58,Director,395367.72,Design
Adobe,35,Senior Data Scientist,186543.15,Web
Cisco,41,Software Engineer,164715.15,Cloud Services
Microsoft,34,Senior Product Manager,209342.23,Design
Nvidia,39,Senior Data Scientist,215343.79,Design
Amazon,40,Senior Product Manager,274724.02,Infrastructure
Adobe,34,Data Scientist,171134.88,Design
Oracle,46,Senior Data Scientist,225967.74,Design
Uber,40,Senior Product Manager,212197.08,Web
Microsoft,40,Senior Data Scientist,279077.43,Web
IBM,41,UX Designer,113897.1,Security
Netflix,52,Staff Engineer,337799.28,Engineering
Cisco,39,Staff Engineer,204117.78,Product
Meta,32,UX Designer,157178.19,Engineering
IBM,37,Senior UX Designer,145977.17,Product
Nvidia,47,Director,312383.07,Data Science
IBM,43,Senior Data Scientist,181385.47,Data Science
VMware,31,Senior Product Manager,207942.57,Engineering
Salesforce,36,Data Scientist,196480.38,Web
Lyft,55,Engineering Manager,223931.43,Mobile
Google,44,UX Designer,142871.32,Design
Oracle,32,Senior Data Scientist,214709.26,Engineering
IBM,44,Data Scientist,144697.78,Design
Google,32,Data Scientist,203921.94,Machine Learning
Meta,26,Data Scientist,222171.49,Cloud Services
Nvidia,48,Senior Product Manager,256610.84,Security
VMware,56,Product Manager,183534.02,Engineering
Lyft,40,Senior UX Designer,159460.68,Security
Google,43,Senior Product Manager,321818.59,Design
Google,33,UX Designer,180245.5,Engineering
Cisco,52,Staff Engineer,260861.01,Security
Salesforce,55,Director,366501.91,Mobile
Salesforce,50,Director,364955.03,Security
VMware,39,Director,293796.37,Security
Adobe,54,Staff Engineer,224786.1,Security
Intel,32,Senior Data Scientist,244050.5,Design
Netflix,35,Senior Software Engineer,241077.72,Security
Google,39,UX Designer,120032.68,Cloud Services
Google,45,Software Engineer,180243.81,Infrastructure
Oracle,34,Software Engineer,153661.04,Cloud Services
Netflix,44,Software Engineer,162717.13,Design
Amazon,32,UX Designer,142344.41,Infrastructure
Amazon,49,Engineering Manager,236970.01,Mobile
Google,51,Director,316052.25,Product
Netflix,38,Senior Software Engineer,197309.07,Product
Microsoft,23,UX Designer,164486.68,Security
Uber,47,Senior Product Manager,244523.29,Infrastructure
Apple,44,Staff Engineer,341149.41,Product
Uber,44,Senior Data Scientist,226413.65,Mobile
Cisco,45,Senior Product Manager,235791.06,Infrastructure
Lyft,48,Senior Data Scientist,185168.02,Mobile
Adobe,48,Senior Product Manager,262294.77,Cloud Services
IBM,37,Senior Product Manager,178775.32,Cloud Services
Microsoft,54,Principal Engineer,365319.91,Mobile
Google,33,Software Engineer,168136.11,Infrastructure
Cisco,39,Staff Engineer,258342.49,Design
Salesforce,40,Senior Software Engineer,236813.62,Web
Cisco,55,Senior Software Engineer,197806.98,Infrastructure
Nvidia,38,Director,333997.78,Web
Uber,37,UX Designer,111811.24,Data Science
Meta,28,Software Engineer,168276.99,Cloud Services
Google,37,Staff Engineer,309834.82,Product
Netflix,46,Principal Engineer,397142.86,Design
VMware,40,Senior UX Designer,194143.9,Infrastructure
VMware,22,UX Designer,138251.93,Mobile
Amazon,60,Principal Engineer,398356.9,Design
IBM,33,UX Designer,131887.03,Cloud Services
Microsoft,31,UX Designer,166870.22,Data Science
Google,42,UX Designer,168825.17,Mobile
Meta,50,Senior Software Engineer,260226.52,Infrastructure
Netflix,54,Senior UX Designer,170114.82,Data Science
VMware,34,Senior UX Designer,188282.55,Engineering
Google,24,Data Scientist,198058.06,Engineering
Uber,38,Director,301432.41,Security
Intel,47,Senior Software Engineer,176217.37,Design
Cisco,31,Data Scientist,139348.12,Design
Uber,38,Product Manager,181659.25,Security
Intel,57,Director,313910.58,Data Science
Amazon,48,Senior Software Engineer,257162.31,Machine Learning
Apple,54,Principal Engineer,409100.27,Security
VMware,44,Director,335973.06,Data Science
Amazon,54,Principal Engineer,406018.32,Cloud Services
Adobe,40,Product Manager,149445.78,Infrastructure
Adobe,26,UX Designer,109505.98,Mobile
Microsoft,42,Senior Data Scientist,278989.96,Machine Learning
Intel,44,Director,277115.34,Mobile
Amazon,39,Principal Engineer,361860.17,Data Science
Cisco,33,Senior Product Manager,170849.86,Web
Microsoft,59,Director,320443.11,Data Science
Intel,57,Director,352146.99,Security
Cisco,44,UX Designer,110068.67,Cloud Services
Oracle,53,Senior Data Scientist,192915.93,Machine Learning
VMware,25,Software Engineer,178895.37,Machine Learning
Uber,44,Senior Data Scientist,199603.27,Cloud Services
Google,52,Senior Product Manager,294649.03,Engineering
Amazon,24,Software Engineer,179344.99,Data Science
Amazon,52,Senior Product Manager,232931.01,Engineering
Netflix,37,Director,339724.72,Cloud Services
Salesforce,43,Staff Engineer,284394.79,Design
IBM,56,Product Manager,171311.1,Infrastructure
IBM,39,Senior Software Engineer,203045.17,Machine Learning
Oracle,42,Senior Data Scientist,164669.43,Product
IBM,49,Senior UX Designer,129359.0,Data Science
VMware,39,Data Scientist,192684.61,Machine Learning
IBM,52,Senior Data Scientist,178173.91,Machine Learning
VMware,48,Senior Software Engineer,196741.03,Mobile
Apple,53,Director,355274.72,Security
Cisco,60,Engineering Manager,252198.76,Cloud Services
Google,53,Senior UX Designer,224887.04,Product
Salesforce,54,Senior Software Engineer,190064.25,Web
Salesforce,48,Engineering Manager,281492.19,Design
Microsoft,38,Senior Data Scientist,192775.92,Product
VMware,36,Principal Engineer,312170.53,Design
VMware,37,Senior Software Engineer,207860.89,Product
Oracle,33,Data Scientist,158444.86,Web
Cisco,59,Director,309046.86,Data Science
Adobe,39,Engineering Manager,251420.12,Design
IBM,42,Principal Engineer,352880.18,Product
Uber,53,Principal Engineer,334998.53,Infrastructure
Lyft,51,Senior UX Designer,162542.3,Security
Amazon,50,Staff Engineer,314735.42,Security
VMware,35,Engineering Manager,231686.37,Product
Netflix,44,Senior Software Engineer,193091.81,Mobile
